order_id,order_datetime,restaurant_lat,restaurant_lon,customer_lat,customer_lon,num_items,order_value,day_of_week,hour,is_weekend,weather,traffic_level,distance_km,actual_delivery_time_minutes
ORD000043,2026-02-07 12:07:00,52.355027,4.891164,52.411331,4.971669,1,18.06,Saturday,12,True,sunny,high,8.3,55
ORD000044,2026-02-23 16:26:00,52.342472,4.887125,52.330674,4.842788,2,31.93,Monday,16,False,sunny,low,3.28,20
ORD000045,2026-02-08 10:02:00,52.375937,4.950317,52.353414,4.911745,1,11.8,Sunday,10,True,snowy,low,3.62,45
ORD000046,2026-03-02 14:15:00,52.37037,4.953396,52.293653,4.96309,4,37.13,Monday,14,False,sunny,low,8.54,42
ORD000047,2026-01-01 14:53:00,52.376031,4.944216,52.294212,4.904789,6,94.48,Thursday,14,False,rainy,low,9.47,55
ORD000048,2026-03-31 17:57:00,52.340539,4.880694,52.315402,4.837485,3,59.61,Tuesday,17,False,sunny,low,4.05,33
ORD000049,2026-01-29 22:45:00,52.32522,4.948153,52.310215,4.962762,1,15.11,Thursday,22,False,snowy,high,1.94,40
ORD000050,2026-02-02 15:00:00,52.365637,4.952629,52.34345,4.997553,1,24.49,Monday,15,False,rainy,high,3.92,44
ORD000051,2026-01-01 14:47:00,52.325136,4.923271,52.331318,4.968255,3,52.33,Thursday,14,False,rainy,high,3.13,51
ORD000052,2026-01-17 14:13:00,52.338105,4.879244,52.297556,4.826545,1,19.42,Saturday,14,True,rainy,low,5.75,33
ORD000053,2026-01-26 19:33:00,52.365221,4.937237,52.330621,4.994187,4,70.14,Monday,19,False,rainy,high,5.45,56
ORD000054,2026-02-16 16:14:00,52.396067,4.918036,52.450975,4.990603,4,98.67,Monday,16,False,rainy,medium,7.83,56
ORD000055,2026-02-20 11:51:00,52.372345,4.899191,52.446229,4.862824,2,45.32,Friday,11,False,snowy,low,8.56,61
ORD000056,2026-03-15 10:59:00,52.324224,4.858686,52.345969,4.831221,6,112.61,Sunday,10,True,sunny,low,3.05,27
ORD000057,2026-02-24 20:53:00,52.387367,4.872107,52.422737,4.856206,3,50.28,Tuesday,20,False,snowy,high,4.07,58
ORD000058,2026-01-21 14:17:00,52.345459,4.871801,52.271425,4.803516,1,14.05,Wednesday,14,False,rainy,low,9.43,47
ORD000059,2026-01-27 18:25:00,52.397541,4.91689,52.322258,4.984134,7,100.9,Tuesday,18,False,sunny,high,9.52,65
ORD000060,2026-02-21 17:21:00,52.341212,4.930096,52.346839,4.969788,2,17.25,Saturday,17,True,sunny,medium,2.76,33
ORD000061,2026-01-18 19:37:00,52.370862,4.878347,52.329326,4.856258,2,35.17,Sunday,19,True,rainy,low,4.85,43
ORD000062,2026-01-25 10:12:00,52.376959,4.92201,52.42901,4.92173,7,125.52,Sunday,10,True,rainy,medium,5.78,56
ORD000063,2026-03-24 19:40:00,52.351345,4.944065,52.370705,4.898048,3,74.31,Tuesday,19,False,rainy,medium,3.79,41
ORD000064,2026-03-11 15:54:00,52.366381,4.939182,52.292201,4.994237,7,156.24,Wednesday,15,False,sunny,low,9.04,55
ORD000065,2026-01-24 15:01:00,52.3752,4.94584,52.286154,5.031352,6,65.43,Saturday,15,True,rainy,high,11.46,78
ORD000066,2026-01-08 19:50:00,52.401458,4.874608,52.485697,4.912579,4,66.52,Thursday,19,False,sunny,medium,9.7,60
ORD000067,2026-03-05 15:36:00,52.36821,4.947301,52.335926,4.9642,6,82.33,Thursday,15,False,sunny,low,3.76,41
ORD000068,2026-01-13 17:01:00,52.326387,4.867982,52.236875,4.798988,7,112.12,Tuesday,17,False,sunny,low,10.98,64
ORD000069,2026-03-03 21:43:00,52.358452,4.947394,52.446819,4.894294,3,27.39,Tuesday,21,False,rainy,medium,10.45,66
ORD000070,2026-03-13 20:40:00,52.39265,4.934054,52.451174,4.877607,3,57.93,Friday,20,False,sunny,medium,7.54,55
ORD000071,2026-03-30 11:39:00,52.362795,4.925478,52.434735,4.947817,1,20.71,Monday,11,False,sunny,low,8.13,43
ORD000072,2026-03-07 14:39:00,52.340503,4.908385,52.328178,4.878292,3,41.08,Saturday,14,True,sunny,medium,2.46,31
ORD000073,2026-01-27 13:28:00,52.332767,4.885272,52.287496,4.929183,6,68.86,Tuesday,13,False,rainy,high,5.84,69
ORD000074,2026-02-07 22:30:00,52.355482,4.8998,52.374195,4.900212,5,81.34,Saturday,22,True,sunny,medium,2.08,26
ORD000075,2026-02-05 13:25:00,52.34278,4.88867,52.285467,4.962191,6,71.19,Thursday,13,False,sunny,medium,8.08,59
ORD000076,2026-03-31 22:39:00,52.368189,4.915245,52.281449,4.982228,4,38.95,Tuesday,22,False,snowy,medium,10.64,65
ORD000077,2026-01-31 19:08:00,52.360013,4.927744,52.438199,5.004347,7,70.61,Saturday,19,True,sunny,medium,10.11,61
ORD000078,2026-03-28 18:00:00,52.40459,4.905984,52.421019,4.887804,1,20.65,Saturday,18,True,sunny,high,2.2,38
ORD000079,2026-02-04 13:24:00,52.403952,4.946396,52.397778,4.942947,3,47.06,Wednesday,13,False,sunny,high,0.72,32
ORD000080,2026-01-24 18:06:00,52.334151,4.857488,52.300217,4.907977,3,56.25,Saturday,18,True,sunny,high,5.09,45
ORD000081,2026-03-25 18:48:00,52.373331,4.940163,52.379643,4.883367,7,126.85,Wednesday,18,False,sunny,high,3.91,50
ORD000082,2026-03-24 22:48:00,52.321255,4.901307,52.332926,4.823134,6,120.83,Tuesday,22,False,sunny,medium,5.46,44
ORD000083,2026-02-07 12:03:00,52.335793,4.940279,52.416094,4.917474,2,46.51,Saturday,12,True,sunny,high,9.05,65
ORD000084,2026-02-01 11:06:00,52.383492,4.85681,52.333447,4.808403,3,49.78,Sunday,11,True,sunny,low,6.45,37
ORD000085,2026-02-20 10:27:00,52.341418,4.864044,52.295189,4.904052,6,132.68,Friday,10,False,sunny,medium,5.8,42
ORD000086,2026-02-24 11:06:00,52.380924,4.92769,52.443587,4.85979,3,53.74,Tuesday,11,False,sunny,high,8.34,58
ORD000087,2026-01-20 20:41:00,52.400111,4.890406,52.316272,4.949924,5,74.8,Tuesday,20,False,sunny,high,10.14,66
ORD000088,2026-03-27 21:23:00,52.329024,4.910678,52.41639,4.905469,1,16.24,Friday,21,False,sunny,medium,9.7,50
ORD000089,2026-01-25 16:08:00,52.331536,4.937593,52.418728,4.942217,5,98.75,Sunday,16,True,rainy,high,9.68,70
ORD000090,2026-02-11 13:40:00,52.345006,4.909518,52.372261,4.968871,7,68.68,Wednesday,13,False,sunny,medium,5.04,47
ORD000091,2026-02-09 11:11:00,52.38091,4.903527,52.394103,4.964387,5,72.57,Monday,11,False,sunny,low,4.38,30
ORD000092,2026-03-06 12:52:00,52.377915,4.878635,52.357988,4.8406,4,80.9,Friday,12,False,sunny,high,3.4,46
ORD000093,2026-01-24 15:21:00,52.390857,4.875594,52.30647,4.832802,3,66.92,Saturday,15,True,rainy,high,9.81,62
ORD000094,2026-03-14 19:01:00,52.32826,4.861614,52.369334,4.860802,3,54.51,Saturday,19,True,sunny,low,4.56,30
ORD000095,2026-02-13 12:29:00,52.318125,4.864409,52.284753,4.919747,1,10.33,Friday,12,False,snowy,high,5.27,57
ORD000096,2026-03-03 17:18:00,52.390822,4.934756,52.419403,4.969366,6,148.02,Tuesday,17,False,snowy,medium,3.94,57
ORD000097,2026-01-26 19:15:00,52.410125,4.872158,52.422355,4.946945,6,60.29,Monday,19,False,rainy,medium,5.24,52
ORD000098,2026-02-28 16:28:00,52.365021,4.940304,52.42704,4.907742,2,37.91,Saturday,16,True,rainy,low,7.23,45
ORD000099,2026-02-14 11:02:00,52.387229,4.888087,52.427687,4.809852,7,151.67,Saturday,11,True,sunny,medium,6.95,54
ORD000100,2026-02-02 22:41:00,52.405267,4.895851,52.398416,4.984112,3,68.61,Monday,22,False,sunny,high,6.03,51
ORD000101,2026-02-08 13:28:00,52.394319,4.894293,52.390696,4.917244,4,98.92,Sunday,13,True,rainy,high,1.61,48
ORD000102,2026-01-05 10:29:00,52.317935,4.900831,52.281395,4.964339,2,23.94,Monday,10,False,sunny,low,5.92,39
ORD000103,2026-03-14 10:56:00,52.385565,4.875925,52.466558,4.927467,3,54.02,Saturday,10,True,snowy,high,9.64,74
ORD000104,2026-03-03 22:33:00,52.334303,4.953217,52.286004,5.032909,7,83.44,Tuesday,22,False,rainy,low,7.61,50
ORD000105,2026-02-26 19:40:00,52.336244,4.932058,52.309266,4.85247,7,81.74,Thursday,19,False,sunny,high,6.17,61
ORD000106,2026-02-04 11:17:00,52.387202,4.86949,52.444052,4.819889,5,85.64,Wednesday,11,False,sunny,medium,7.15,42
ORD000107,2026-02-25 12:58:00,52.330551,4.942975,52.412569,5.008158,1,13.59,Wednesday,12,False,snowy,high,10.12,73
ORD000108,2026-03-20 15:07:00,52.387171,4.858978,52.39304,4.94216,5,116.03,Friday,15,False,snowy,low,5.67,58
ORD000109,2026-03-03 22:50:00,52.400068,4.888881,52.432111,4.900713,5,102.38,Tuesday,22,False,sunny,high,3.65,41
ORD000110,2026-02-28 20:47:00,52.388436,4.937801,52.423981,4.970227,7,139.18,Saturday,20,True,sunny,high,4.52,62
ORD000111,2026-01-31 16:41:00,52.330487,4.887612,52.374318,4.826549,4,69.82,Saturday,16,True,rainy,low,6.39,42
ORD000112,2026-01-13 20:48:00,52.373584,4.865684,52.35139,4.777317,5,106.29,Tuesday,20,False,sunny,high,6.48,58
ORD000113,2026-03-04 21:59:00,52.33555,4.92947,52.387535,4.870746,4,36.61,Wednesday,21,False,sunny,medium,7.01,39
ORD000114,2026-01-10 15:00:00,52.323392,4.861569,52.386827,4.949796,7,171.3,Saturday,15,True,rainy,low,9.24,64
ORD000115,2026-01-07 22:10:00,52.399751,4.891283,52.457133,4.846735,7,109.06,Wednesday,22,False,sunny,high,7.05,57
ORD000116,2026-01-13 18:38:00,52.370302,4.936692,52.33401,4.997883,7,136.98,Tuesday,18,False,rainy,medium,5.78,66
ORD000117,2026-02-25 21:28:00,52.411962,4.896073,52.436896,4.87764,1,15.52,Wednesday,21,False,sunny,low,3.04,25
ORD000118,2026-02-03 22:34:00,52.320713,4.919267,52.297048,4.984851,3,73.38,Tuesday,22,False,sunny,high,5.17,48
ORD000119,2026-03-20 20:45:00,52.370635,4.855886,52.424059,4.818836,4,97.79,Friday,20,False,sunny,high,6.44,49
ORD000120,2026-03-12 10:43:00,52.342354,4.909941,52.292951,4.84889,6,107.36,Thursday,10,False,sunny,medium,6.87,46
ORD000121,2026-03-18 10:07:00,52.36406,4.922146,52.345258,5.007592,6,77.75,Wednesday,10,False,rainy,high,6.16,65
ORD000122,2026-01-08 20:21:00,52.392516,4.868692,52.321019,4.881455,7,115.37,Thursday,20,False,rainy,high,7.98,75
ORD000123,2026-02-01 11:59:00,52.324842,4.907524,52.393698,4.832376,5,46.68,Sunday,11,True,sunny,low,9.19,49
ORD000124,2026-02-15 19:49:00,52.399744,4.858218,52.430413,4.939497,5,100.05,Sunday,19,True,sunny,high,6.47,52
ORD000125,2026-02-01 18:49:00,52.41112,4.948835,52.433675,4.999851,7,152.96,Sunday,18,True,sunny,high,4.27,55
ORD000126,2026-02-27 15:25:00,52.36569,4.858175,52.30521,4.847125,2,18.05,Friday,15,False,sunny,low,6.75,40
ORD000127,2026-01-19 16:45:00,52.35129,4.872312,52.403435,4.900879,3,32.25,Monday,16,False,sunny,medium,6.1,38
ORD000128,2026-02-25 18:58:00,52.382633,4.874054,52.415074,4.79705,7,80.23,Wednesday,18,False,rainy,medium,6.34,68
ORD000129,2026-02-27 22:23:00,52.360149,4.888693,52.336936,4.97647,2,45.48,Friday,22,False,sunny,low,6.48,37
ORD000130,2026-03-07 11:35:00,52.359772,4.881783,52.376395,4.956008,4,58.1,Saturday,11,True,sunny,high,5.36,44
ORD000131,2026-01-26 17:35:00,52.408503,4.872068,52.361261,4.956919,7,105.15,Monday,17,False,sunny,low,7.78,43
ORD000132,2026-01-14 17:38:00,52.353523,4.913395,52.292958,4.89379,1,14.78,Wednesday,17,False,rainy,low,6.85,43
ORD000133,2026-03-17 17:35:00,52.414582,4.899479,52.367071,4.822708,6,81.75,Tuesday,17,False,sunny,medium,7.4,46
ORD000134,2026-01-05 13:07:00,52.379314,4.924778,52.319382,4.864949,1,18.29,Monday,13,False,sunny,high,7.79,57
ORD000135,2026-02-13 17:27:00,52.404022,4.909914,52.411205,4.826068,6,53.82,Friday,17,False,sunny,high,5.73,46
ORD000136,2026-02-04 15:36:00,52.410988,4.885716,52.41229,4.803199,2,29.51,Wednesday,15,False,sunny,medium,5.59,30
ORD000137,2026-03-30 11:28:00,52.404392,4.899574,52.407199,4.897566,4,68.19,Monday,11,False,sunny,low,0.34,15
ORD000138,2026-02-19 19:59:00,52.384943,4.951091,52.311845,4.98216,6,136.55,Thursday,19,False,sunny,high,8.38,70
ORD000139,2026-03-31 20:09:00,52.319352,4.878515,52.378909,4.944144,1,8.52,Tuesday,20,False,snowy,high,7.97,71
ORD000140,2026-01-19 14:47:00,52.382723,4.864759,52.411135,4.954654,6,80.45,Monday,14,False,rainy,high,6.86,67
ORD000141,2026-03-18 18:10:00,52.405452,4.894514,52.374318,4.924681,6,139.94,Wednesday,18,False,rainy,medium,4.01,58
ORD000142,2026-01-01 17:53:00,52.382507,4.886938,52.405945,4.906708,7,138.76,Thursday,17,False,sunny,low,2.93,30
ORD000143,2026-02-04 21:37:00,52.32492,4.914445,52.355198,4.935953,6,99.05,Wednesday,21,False,sunny,high,3.66,51
ORD000144,2026-01-28 14:28:00,52.351725,4.89212,52.333513,4.906551,4,64.42,Wednesday,14,False,sunny,medium,2.25,34
ORD000145,2026-02-12 22:20:00,52.337178,4.854856,52.363723,4.926502,1,19.13,Thursday,22,False,sunny,low,5.68,30
ORD000146,2026-01-19 11:13:00,52.366187,4.879778,52.327464,4.84509,7,119.34,Monday,11,False,sunny,low,4.9,43
ORD000147,2026-01-02 10:12:00,52.358955,4.866289,52.301562,4.89889,2,43.19,Friday,10,False,sunny,low,6.74,39
ORD000148,2026-03-02 19:55:00,52.413893,4.902455,52.468971,4.911495,5,93.82,Monday,19,False,snowy,high,6.14,76
ORD000149,2026-03-27 21:08:00,52.396974,4.918761,52.338434,4.8937,2,46.6,Friday,21,False,sunny,low,6.72,39
ORD000150,2026-02-19 17:18:00,52.402717,4.921242,52.458433,4.969241,2,31.36,Thursday,17,False,sunny,low,6.99,39
ORD000151,2026-02-02 16:20:00,52.327171,4.856464,52.352726,4.875741,3,35.83,Monday,16,False,sunny,medium,3.12,31
ORD000152,2026-01-02 12:06:00,52.387114,4.894532,52.37419,4.933699,1,8.27,Friday,12,False,sunny,high,3.02,40
ORD000153,2026-02-11 16:44:00,52.325542,4.862666,52.396496,4.807202,1,11.85,Wednesday,16,False,sunny,low,8.73,39
ORD000154,2026-01-02 21:04:00,52.324593,4.918117,52.2834,4.934823,3,51.18,Friday,21,False,sunny,low,4.71,33
ORD000155,2026-03-28 21:01:00,52.353894,4.953648,52.344238,4.923691,6,105.35,Saturday,21,True,snowy,low,2.3,47
ORD000156,2026-02-24 19:29:00,52.362637,4.929716,52.3352,4.9594,4,64.29,Tuesday,19,False,sunny,medium,3.65,46
ORD000157,2026-01-05 13:39:00,52.39446,4.878466,52.425341,4.805193,6,57.09,Monday,13,False,rainy,medium,6.03,63
ORD000158,2026-02-07 13:33:00,52.323911,4.865865,52.274835,4.837366,1,9.49,Saturday,13,True,snowy,high,5.78,60
ORD000159,2026-02-21 16:25:00,52.377659,4.905668,52.45315,4.905121,6,105.79,Saturday,16,True,sunny,medium,8.38,52
ORD000160,2026-02-07 11:44:00,52.355662,4.941897,52.421913,4.996964,7,92.26,Saturday,11,True,sunny,low,8.25,45
ORD000161,2026-01-02 12:17:00,52.413332,4.911404,52.491224,4.924934,5,113.27,Friday,12,False,snowy,high,8.69,80
ORD000162,2026-02-23 22:51:00,52.367857,4.893966,52.304204,4.870122,5,42.19,Monday,22,False,sunny,high,7.25,55
ORD000163,2026-02-01 21:12:00,52.411245,4.941711,52.37124,5.004971,5,41.5,Sunday,21,True,rainy,low,6.17,46
ORD000164,2026-01-05 12:33:00,52.36358,4.859916,52.452656,4.780317,7,173.06,Monday,12,False,sunny,medium,11.26,64
ORD000165,2026-03-03 12:06:00,52.386816,4.860329,52.388512,4.949735,1,11.95,Tuesday,12,False,sunny,medium,6.06,43
ORD000166,2026-02-07 16:49:00,52.330671,4.94276,52.321632,4.887792,7,118.54,Saturday,16,True,sunny,low,3.86,35
ORD000167,2026-01-05 16:01:00,52.33098,4.895958,52.383241,4.910745,7,72.32,Monday,16,False,sunny,low,5.89,36
ORD000168,2026-03-26 14:17:00,52.324062,4.858363,52.300915,4.816217,3,47.17,Thursday,14,False,rainy,low,3.84,36
ORD000169,2026-03-09 11:51:00,52.341948,4.919271,52.397871,4.939806,5,79.05,Monday,11,False,rainy,high,6.36,66
ORD000170,2026-01-17 17:08:00,52.411883,4.934988,52.335638,4.895275,2,17.31,Saturday,17,True,snowy,low,8.88,58
ORD000171,2026-02-03 17:58:00,52.362612,4.876796,52.432703,4.867908,5,52.76,Tuesday,17,False,rainy,medium,7.8,60
ORD000172,2026-03-18 17:56:00,52.392221,4.920004,52.446604,4.84897,1,24.26,Wednesday,17,False,rainy,low,7.72,42
ORD000173,2026-01-11 13:14:00,52.411832,4.932484,52.385703,4.916668,5,96.13,Sunday,13,True,rainy,medium,3.09,42
ORD000174,2026-03-22 17:39:00,52.380066,4.892294,52.32709,4.824144,6,74.59,Sunday,17,True,sunny,high,7.48,57
ORD000175,2026-01-10 14:35:00,52.346882,4.952097,52.365221,4.966933,7,117.97,Saturday,14,True,rainy,low,2.27,34
ORD000176,2026-01-17 17:17:00,52.340062,4.891317,52.327835,4.88041,1,10.78,Saturday,17,True,sunny,high,1.55,32
ORD000177,2026-02-20 10:55:00,52.416842,4.921245,52.383888,4.989514,4,94.49,Friday,10,False,sunny,medium,5.89,41
ORD000178,2026-01-08 17:45:00,52.395245,4.919716,52.337182,4.927821,3,37.74,Thursday,17,False,sunny,medium,6.47,36
ORD000179,2026-03-26 13:26:00,52.414113,4.902939,52.351235,4.874568,6,103.31,Thursday,13,False,sunny,high,7.24,59
ORD000180,2026-01-19 16:28:00,52.326976,4.911817,52.394861,4.899901,2,34.97,Monday,16,False,rainy,medium,7.58,56
ORD000181,2026-01-04 17:34:00,52.357749,4.934107,52.304476,4.944022,6,110.83,Sunday,17,True,sunny,low,5.95,45
ORD000182,2026-02-05 15:41:00,52.393699,4.857631,52.437931,4.804078,2,41.79,Thursday,15,False,rainy,medium,6.1,51
ORD000183,2026-03-11 17:18:00,52.417233,4.890931,52.407983,4.930904,6,108.49,Wednesday,17,False,sunny,low,2.89,34
ORD000184,2026-01-21 19:37:00,52.334289,4.872232,52.31407,4.854651,7,113.24,Wednesday,19,False,rainy,low,2.54,47
ORD000185,2026-02-24 13:03:00,52.32288,4.90276,52.340767,4.921146,4,88.1,Tuesday,13,False,sunny,low,2.34,25
ORD000186,2026-03-17 19:37:00,52.338584,4.936613,52.342238,4.913836,6,81.48,Tuesday,19,False,sunny,low,1.6,29
ORD000187,2026-02-16 20:56:00,52.410911,4.918357,52.396736,4.942868,7,70.08,Monday,20,False,sunny,high,2.29,47
ORD000188,2026-01-09 19:15:00,52.337894,4.910655,52.42423,4.850408,3,25.23,Friday,19,False,rainy,medium,10.42,66
ORD000189,2026-02-20 14:18:00,52.34353,4.897066,52.410621,4.958614,5,80.88,Friday,14,False,sunny,high,8.54,61
ORD000190,2026-03-31 13:38:00,52.407991,4.945039,52.45843,4.856304,1,10.7,Tuesday,13,False,rainy,medium,8.21,59
ORD000191,2026-01-24 18:35:00,52.31894,4.882375,52.236967,4.798906,7,85.39,Saturday,18,True,snowy,medium,10.72,79
ORD000192,2026-02-23 19:24:00,52.395271,4.860637,52.393034,4.776687,4,74.14,Monday,19,False,sunny,medium,5.69,44
ORD000193,2026-01-07 15:14:00,52.319782,4.920479,52.403193,4.931309,7,102.82,Wednesday,15,False,rainy,medium,9.29,67
ORD000194,2026-02-06 19:20:00,52.343253,4.919517,52.288911,4.931277,3,39.74,Friday,19,False,snowy,high,6.08,63
ORD000195,2026-02-02 11:52:00,52.340132,4.879197,52.403243,4.890217,1,24.67,Monday,11,False,sunny,low,7.05,35
ORD000196,2026-02-08 15:48:00,52.371954,4.862273,52.364448,4.859518,5,51.98,Sunday,15,True,rainy,low,0.85,26
ORD000197,2026-01-16 12:38:00,52.372143,4.860327,52.374394,4.91548,2,49.25,Friday,12,False,rainy,high,3.75,49
ORD000198,2026-01-21 13:25:00,52.350622,4.929775,52.354111,4.876654,5,96.07,Wednesday,13,False,sunny,medium,3.62,48
ORD000199,2026-02-09 19:27:00,52.394801,4.856817,52.316538,4.850324,4,68.63,Monday,19,False,sunny,medium,8.7,57
ORD000200,2026-03-30 20:49:00,52.326941,4.898207,52.27215,4.841817,4,85.91,Monday,20,False,sunny,high,7.18,61
ORD000201,2026-02-16 17:17:00,52.333395,4.92369,52.386183,4.890707,3,42.52,Monday,17,False,rainy,low,6.27,44
ORD000202,2026-01-01 16:07:00,52.406999,4.919529,52.344378,4.908787,6,146.71,Thursday,16,False,rainy,low,6.99,55
ORD000203,2026-01-16 10:44:00,52.416011,4.920892,52.440252,4.860764,6,147.94,Friday,10,False,rainy,low,4.88,48
ORD000204,2026-01-03 10:03:00,52.389535,4.943126,52.313829,4.984795,5,68.63,Saturday,10,True,sunny,high,8.86,55
ORD000205,2026-03-01 21:56:00,52.364717,4.936264,52.357385,4.910667,2,43.85,Sunday,21,True,rainy,medium,1.92,30
ORD000206,2026-01-28 17:25:00,52.327664,4.878087,52.263219,4.850717,7,78.76,Wednesday,17,False,rainy,low,7.39,56
ORD000207,2026-01-17 14:43:00,52.364729,4.95201,52.388874,4.884738,2,27.05,Saturday,14,True,rainy,low,5.29,35
ORD000208,2026-03-14 13:59:00,52.416774,4.861367,52.340648,4.832636,2,33.43,Saturday,13,True,sunny,medium,8.67,45
